0,0,-0.6664
0.0001,0,-0.6675
0.0004,0,-0.6704
0.0007,0,-0.6755
0.0013,0,-0.683
0.0019,0,-0.693
0.0027,0,-0.7053
0.0037,0,-0.72
0.0049,-0.0001,-0.7372
0.0061,-0.0001,-0.7567
0.0075,-0.0001,-0.7782
0.0091,-0.0001,-0.8019
0.0109,-0.0001,-0.8276
0.0127,-0.0002,-0.8553
0.0148,-0.0002,-0.8848
0.0169,-0.0002,-0.9161
0.0193,-0.0003,-0.9491
0.0217,-0.0003,-0.9836
0.0244,-0.0004,-1.0194
0.0271,-0.0004,-1.0566
0.0301,-0.0005,-1.095
0.0331,-0.0005,-1.1345
0.0363,-0.0006,-1.1751
0.0397,-0.0007,-1.2165
0.0432,-0.0007,-1.2587
0.0469,-0.0008,-1.3016
0.0507,-0.0009,-1.3452
0.0547,-0.001,-1.3893
0.0588,-0.0011,-1.4337
0.0631,-0.0012,-1.4785
0.0676,-0.0013,-1.5236
0.0721,-0.0015,-1.5687
0.0768,-0.0016,-1.614
0.0817,-0.0017,-1.6592
0.0867,-0.0019,-1.7043
0.0919,-0.0021,-1.7494
0.0972,-0.0022,-1.7943
0.1027,-0.0024,-1.8388
0.1083,-0.0026,-1.8831
0.1141,-0.0028,-1.927
0.12,-0.003,-1.9705
0.1261,-0.0032,-2.0135
0.1323,-0.0034,-2.056
0.1387,-0.0037,-2.098
0.1452,-0.0039,-2.1394
0.1519,-0.0041,-2.1802
0.1587,-0.0044,-2.2204
0.1657,-0.0047,-2.2599
0.1728,-0.005,-2.2987
0.1801,-0.0053,-2.3368
0.1875,-0.0056,-2.3742
0.195,-0.0059,-2.4108
0.2028,-0.0062,-2.4467
0.2106,-0.0066,-2.4818
0.2186,-0.0069,-2.5161
0.2268,-0.0073,-2.5497
0.2351,-0.0077,-2.5824
0.2436,-0.008,-2.6142
0.2522,-0.0084,-2.6454
0.261,-0.0089,-2.6756
0.2699,-0.0093,-2.705
0.279,-0.0097,-2.7337
0.2882,-0.0102,-2.7614
0.2975,-0.0106,-2.7883
0.307,-0.0111,-2.8144
0.3167,-0.0116,-2.8397
0.3265,-0.012,-2.8641
0.3365,-0.0125,-2.8877
0.3466,-0.0131,-2.9105
0.3568,-0.0136,-2.9324
0.3673,-0.0141,-2.9535
0.3778,-0.0147,-2.9738
0.3886,-0.0152,-2.9933
0.3994,-0.0158,-3.0119
0.4104,-0.0164,-3.0298
0.4216,-0.017,-3.0468
0.4329,-0.0176,-3.063
0.4443,-0.0182,-3.0784
0.456,-0.0188,-3.093
0.4677,-0.0195,-3.1068
0.4796,-0.0201,-3.1199
0.4917,-0.0208,-3.1321
0.5039,-0.0214,-3.1436
0.5162,-0.0221,-3.1542
0.5287,-0.0228,-3.1642
0.5414,-0.0235,-3.1733
0.5542,-0.0242,-3.1817
0.5672,-0.025,-3.1893
0.5803,-0.0257,-3.1961
0.5935,-0.0264,-3.2022
0.6069,-0.0272,-3.2076
0.6205,-0.0279,-3.2122
0.6342,-0.0287,-3.216
0.648,-0.0295,-3.2191
0.662,-0.0303,-3.2215
0.6762,-0.0311,-3.2231
0.6905,-0.0319,-3.224
0.7049,-0.0327,-3.2241
0.7196,-0.0335,-3.2236
0.7343,-0.0343,-3.2223
0.7492,-0.0352,-3.2202
0.7643,-0.036,-3.2174
0.7795,-0.0369,-3.2139
0.7948,-0.0377,-3.2097
0.8103,-0.0386,-3.2048
0.8259,-0.0395,-3.1991
0.8417,-0.0404,-3.1927
0.8577,-0.0413,-3.1855
0.8738,-0.0422,-3.1777
0.89,-0.0431,-3.1691
0.9065,-0.044,-3.1597
0.923,-0.0449,-3.1496
0.9397,-0.0458,-3.1388
0.9566,-0.0467,-3.1273
0.9736,-0.0476,-3.115
0.9907,-0.0486,-3.102
1.008,-0.0495,-3.0882
1.0255,-0.0504,-3.0737
1.043,-0.0514,-3.0584
1.0608,-0.0523,-3.0424
1.0787,-0.0533,-3.0256
1.0968,-0.0542,-3.008
1.1149,-0.0552,-2.9896
1.1333,-0.0561,-2.9705
1.1518,-0.0571,-2.9505
1.1704,-0.058,-2.9298
1.1893,-0.059,-2.9083
1.2082,-0.0599,-2.8859
1.2273,-0.0609,-2.8628
1.2465,-0.0618,-2.8388
1.266,-0.0628,-2.814
1.2855,-0.0637,-2.7883
1.3052,-0.0647,-2.7618
1.3251,-0.0656,-2.7344
1.3451,-0.0666,-2.7061
1.3652,-0.0675,-2.677
1.3855,-0.0685,-2.6469
1.406,-0.0694,-2.6159
1.4266,-0.0703,-2.584
1.4474,-0.0713,-2.5512
1.4682,-0.0722,-2.5174
1.4893,-0.0731,-2.4826
1.5105,-0.074,-2.4468
1.5319,-0.0749,-2.41
1.5534,-0.0758,-2.3722
1.575,-0.0767,-2.3334
1.5968,-0.0775,-2.2934
1.6188,-0.0784,-2.2524
1.6409,-0.0793,-2.2103
1.6631,-0.0801,-2.1671
1.6856,-0.0809,-2.1227
1.7081,-0.0818,-2.0771
1.7309,-0.0826,-2.0303
1.7537,-0.0833,-1.9823
1.7767,-0.0841,-1.9331
1.7999,-0.0849,-1.8825
1.8232,-0.0856,-1.8306
1.8467,-0.0864,-1.7774
1.8703,-0.0871,-1.7228
1.894,-0.0878,-1.6668
1.918,-0.0884,-1.6093
1.942,-0.0891,-1.5503
1.9662,-0.0897,-1.4898
1.9906,-0.0903,-1.4277
2.0151,-0.0909,-1.364
2.0398,-0.0915,-1.2986
2.0646,-0.092,-1.2315
2.0896,-0.0925,-1.1626
2.1145,-0.093,-1.0922
2.1396,-0.0934,-1.0202
2.1645,-0.0938,-0.9467
2.1895,-0.0942,-0.8718
2.2146,-0.0946,-0.7952
2.2395,-0.0949,-0.7172
2.2646,-0.0952,-0.6375
2.2895,-0.0954,-0.5562
2.3145,-0.0956,-0.4731
2.3396,-0.0958,-0.3883
2.3645,-0.0959,-0.3017
2.3895,-0.096,-0.2133
2.4145,-0.0961,-0.123
2.4395,-0.0961,-0.0308
2.4645,-0.096,0.0634
2.4893,-0.096,0.1594
2.514,-0.0959,0.2568
2.5385,-0.0957,0.3558
2.5629,-0.0955,0.4563
2.5871,-0.0953,0.5585
2.6112,-0.095,0.6622
2.6351,-0.0947,0.7677
2.6589,-0.0943,0.8748
2.6825,-0.0939,0.9836
2.706,-0.0935,1.0941
2.7293,-0.093,1.2063
2.7524,-0.0924,1.3204
2.7755,-0.0919,1.4365
2.7983,-0.0912,1.5544
2.8211,-0.0906,1.6741
2.8436,-0.0899,1.7959
2.866,-0.0891,1.9196
2.8883,-0.0883,2.0455
2.9104,-0.0875,2.1734
2.9323,-0.0866,2.3035
2.9542,-0.0857,2.4357
2.9758,-0.0847,2.5702
2.9973,-0.0837,2.7069
3.0187,-0.0826,2.8461
3.0398,-0.0815,2.9876
3.0609,-0.0804,3.1316
3.0818,-0.0792,3.2781
3.1025,-0.0779,3.4272
3.1231,-0.0766,3.579
3.1436,-0.0753,3.7336
3.1638,-0.0739,3.8907
3.1839,-0.0725,4.0507
3.2039,-0.071,4.2136
3.2237,-0.0695,4.3797
3.2434,-0.0679,4.5488
3.2629,-0.0663,4.7209
3.2823,-0.0647,4.8963
3.3015,-0.063,5.075
3.3205,-0.0612,5.2572
3.3394,-0.0594,5.4428
3.3581,-0.0576,5.6321
